schemaVersion,recordType,source_name,source_url,title,authors,paper_url,github_url,github_stars,published_date,collectedAt,github_stars_fetched_at,github_evidence_type
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14220,A Generalized Parallelogram Rule for Proportional Analogies on Riemannian Manifolds,Pierre-Alexandre Murena; Marcelo Hartmann,https://arxiv.org/abs/2608.14220,,,2026-08-14T11:50:08+00:00,2026-08-17T04:34:40.924177+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14212,APTER: Adaptive Post-Training with Expert-Grounded Rubrics,Xukai Wang; Liangqi Li; Zhiyue Xu; Jingang Zhou; Xiaoyu Shi; Jiansheng Cai; Bo Zhang; Zhe Li; Xu-Yao Zhang,https://arxiv.org/abs/2608.14212,https://github.com/AntDT-APTER/APTER,0,2026-08-14T11:42:29+00:00,2026-08-17T04:34:40.935272+00:00,2026-08-17T04:34:38.221759+00:00,authoritative_paper_page
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14211,Training Fair Tabular Foundation Models,Patrik Kenfack; Jesse C. Cresswell; Anthony L. Caterini; Samira Ebrahimi Kahou; Ulrich Aïvodji,https://arxiv.org/abs/2608.14211,,,2026-08-14T11:40:04+00:00,2026-08-17T04:34:40.945310+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14210,How Much Do Legal RAG Systems Still Hallucinate?,Souvick Das; Sallam Abualhaija; Domenico Bianculli,https://arxiv.org/abs/2608.14210,,,2026-08-14T11:39:17+00:00,2026-08-17T04:34:40.958136+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14205,FreeBalance: Pre-Routing Online Moe Load Balancing via Residual Workload Prediction,Pengfei Chen; Yize Wu; Shouxu Kuang; Ke Gao; Ling Li,https://arxiv.org/abs/2608.14205,,,2026-08-14T11:30:39+00:00,2026-08-17T04:34:40.970296+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14179,Can Language Models Understand mmWave Data? Benchmarking Large Language Models for mmWave Radar-Based Human Understanding,Jeongwan Shin; Jaehyeon Kim; Donguk Ko; Jaeho Choi,https://arxiv.org/abs/2608.14179,,,2026-08-14T10:49:39+00:00,2026-08-17T04:34:40.983289+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14177,Structure-Guided Spatiotemporal Attention Graph Neural Network for Traffic Flow Prediction,Xuanmian He; Can Li; Wanjing Ma,https://arxiv.org/abs/2608.14177,,,2026-08-14T10:46:37+00:00,2026-08-17T04:34:40.993428+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14172,"Concept Guidance: Precise, Training-Free Latent Control for Text-to-Image Generation",Nikolai Röhrich; Isabell Hans; Felix Krause; Björn Ommer,https://arxiv.org/abs/2608.14172,https://github.com/CompVis/concept_guidance,0,2026-08-14T10:35:34+00:00,2026-08-17T04:34:41.004538+00:00,2026-08-17T04:34:38.905990+00:00,authoritative_paper_page
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14161,BiasTrace: Linking Reasoning Behaviours to Biased Outputs in LLMs,Varsha Ramineni; Hossein A. Rahmani; Jerome Ramos; Karin Sevegnani; Emine Yilmaz,https://arxiv.org/abs/2608.14161,,,2026-08-14T10:16:13+00:00,2026-08-17T04:34:41.016665+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14157,Removing Temporal Note Redundancy Improves Multimodal Reinforcement Learning for Medicine,Chenran Weng; Joo Seung Lee; Malini Mahendra; Anil Aswani,https://arxiv.org/abs/2608.14157,,,2026-08-14T10:11:03+00:00,2026-08-17T04:34:41.026606+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14152,Towards Efficient Multimodal and Multilingual Opinion Extraction for STI: A QLoRA-Based Fine-Tuning Approach,Sheng Hong; Xuanqi Wang; Jiacheng Wang; Yuwei Wang,https://arxiv.org/abs/2608.14152,,,2026-08-14T10:02:55+00:00,2026-08-17T04:34:41.035392+00:00,,
1.0,RESEARCH_PAPER,arxiv,https://arxiv.org/abs/2608.14149,QuaSAR: Quantization Compensation via Stable Activation-Aware Rank Truncation,Lin-Fa Lee; Yi-Yu Chang; Kuo-Hei Yeh,https://arxiv.org/abs/2608.14149,,,2026-08-14T10:00:36+00:00,2026-08-17T04:34:41.046381+00:00,,
